Property reference number,BA reference number,Address,Postcode,Latitude,Longitude,Liability start date,Rateable value,VOA code,VOA description
N18499780010,,"New Warehouse And Offices, Land South Of, Barugh Way, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2016-05-25,32250,CW,WAREHOUSE AND PREMISES
N18499780020,010003037689,"Unit 2, Barugh Way, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2004-04-01,37000,IF3,Workshop and Premises
N18499990002,,"T-Mobile Telecommunication Mast Site Ref 65199, York Gate Farm, Great North Road, Melmerby, Ripon, HG4 5HR",HG4 5HR,54.18473,-1.48133,2010-04-01,6100,MT1,Communication Station and Premises
N18499990005,010003598974,"The Forge, Melmerby, Ripon, HG4 5HH",HG4 5HH,54.18741,-1.48438,1995-04-01,5400,IF3,WORKSHOP AND PREMISES
N18499990200,010003598023,"George & Dragon Inn, Melmerby, Ripon, HG4 5HA",HG4 5HA,54.18601,-1.48669,2017-03-15,4400,CL,PUBLIC HOUSE AND PREMISES
N18499990280,010003598968,"Village Hall, Melmerby, Ripon, HG4 5HA",HG4 5HA,54.18601,-1.48669,2000-02-01,4200,LC3,HALL AND PREMISES
N18499990423,,"Room 6, Unit 1 Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,1950,CO,Offices and Premises
N18499990424,,"Rooms 1 -5, Unit 1, Barker Business Park, Melmerby Green Lane, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2014-10-01,4250,CO,Offices and Premises
N18499990425,010003037544,"Distribution Centre, Wolseley Centres Ltd, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2001-10-08,860000,CW,WAREHOUSE AND PREMISES
N18499990430,,"Rooms 8 & 10 Ff, Unit 1 Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,2050,CO,Offices and Premises
N18499990435,,"Warehouse Gf Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2005-04-01,61000,CW,Warehouse and Premises
N18499990436,,"Exibition Area Gf Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,2325,CO,Store and Premises
N18499990437,,"Mezzanine Store Sf Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,880,CO,store and premises
N18499990440,,"Room 7 First Floor Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,620,CO,OFFICES AND PREMISES
N18499990441,,"Portakabins Adj Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-05-13,7600,CO,Offices and premises
N18499990443,,"Room11 Ff Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2015-10-23,840,CO,Offices and Premises
N18499990444,,"Room 12 Ff Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,880,CO,Offices and Premises
N18499990445,,"Room 13 Ff Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,910,CO,Offices and Premises
N18499990446,,"Room 14 Ff Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,1375,CO,Offices and Premises
N18499990447,,"Store Ff Unit 1, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-11-27,1025,CO,Store and Premises
N18499990500,,"Hambleton Ales, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2007-12-01,42750,IX,Brewery and Premises
N18499990510,,"Siba Dds Ltd At Hambleton Ales, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2007-12-01,1725,CO,Office and Premises
N18500209040,010003033792,"Cricket Ground, Crake Lane, Darley, Harrogate, HG3 2QJ",HG3 2QJ,54.02775,-1.70044,1995-04-01,2275,LS,SPORTS GROUND AND PREMISES
N18501000150,,"The Garden Shed, 15, Low Green, Darley, Harrogate, HG3 2QA",HG3 2QA,54.03131,-1.69,2014-01-15,1300,CX,Studio and Premises
N18501109012,,"Holiday Let At, Carr Farm, Low Lane, Darley, Harrogate, HG3 2QN",HG3 2QN,54.02513,-1.71635,2015-06-06,3350,CH1,Self Catering Holiday Unit and Premises
N18501109020,010003600146,"Field House, Dairy Lane, Darley, Harrogate, HG3 2QW",HG3 2QW,54.025,-1.72041,1995-04-01,2800,CX,KENNELS & PREMISES
N18501109070,010003030392,"Workshop, Hookstone House Farm, Low Lane, Darley, Harrogate, HG3 2QN",HG3 2QN,54.02513,-1.71635,1993-04-01,2175,IF3,WORKSHOP
N18501109090,100052008435,"Hookstone Memorial Hall, Low Lane, Darley, Harrogate, HG3 2QN",HG3 2QN,54.02513,-1.71635,1995-04-01,2075,LC3,HALL AND PREMISES
N18501109130,100052210244,"Myers Garage, Low Lane, Darley, Harrogate, HG3 2QN",HG3 2QN,54.02513,-1.71635,1995-04-01,6800,CG2,GARAGE AND PREMISES
N18501109181,,"3, Scot Beck Cottages, Low Lane, Darley, Harrogate, HG3 2QN",HG3 2QN,54.02513,-1.71635,2015-02-01,2000,CH1,Self Catering Holiday Unit and Premises
N18501209611,010003600129,"1 Southfield Fm Cott, Southfield Farm, Darley, Harrogate, North Yorkshire, HG3 2PR",HG3 2PR,54.02952,-1.68266,1995-04-01,2550,CH1,Self Catering Holiday Unit and Premises
N18501209612,010003600132,"2 Southfield Fm Cott, Southfield Farm, Darley, Harrogate, North Yorkshire, HG3 2PR",HG3 2PR,54.02952,-1.68266,1995-04-01,2550,CH1,Self Catering Holiday Unit and Premises
N18501209780,010003030396,"Stumps Garage, Main Street, Darley, Harrogate, HG3 2PR",HG3 2PR,54.02952,-1.68266,1997-11-01,8000,CG1,Vehicle Repair Workshop and Premises
N18501209800,010003030397,"Darley School, Main Street, Darley, Harrogate, HG3 2QF",HG3 2QF,54.03142,-1.69675,1995-04-01,11500,EL,School and Premises
N18501240020,010003030638,"Bumble Cottage, Stocks Green, Darley, Harrogate, HG3 2QF",HG3 2QF,54.03142,-1.69675,2014-06-28,2550,CH1,Self Catering Holiday Unit and Premises
N18501609020,010003030398,"Sewage Disposal Works, Nidd Lane, Menwith With Darley, Harrogate, HG3 2PS",HG3 2PS,54.02996,-1.67978,1995-04-01,29250,NW,Sewage treatment works and premises
N18502209100,100052008465,"Darley Memorial Hall, Sheepcote Lane, Darley, Harrogate, HG3 2RP",HG3 2RP,54.02924,-1.69084,1995-04-01,8300,LC3,HALL AND PREMISES
N18502209110,100052210251,"Workshop, Menwith Hill Farm, Sheepcote Lane, Darley, Harrogate, HG3 2RW",HG3 2RW,54.02395,-1.69337,2017-06-01,5500,IF3,Workshop and Premises
N18502209157,010003034537,"Elsinglea Court, Near Elsinglea House, Sheepcote Lane, Darley, Harrogate, HG3 2RP",HG3 2RP,54.02924,-1.69084,2000-04-01,9200,CG1,VEHICLE REPAIR WORKSHOP & PRMEISES
N18502809070,100052008272,"Garage, 1, Stumps Lane, Darley, HG3 2PR",HG3 2PR,54.02952,-1.68266,2011-08-01,6500,CG2,GARAGE AND PREMISES
N18502809080,100052008274,"Unit 3, Stumps Yard, Stumps Lane, Darley, HG3 2RR",HG3 2RR,54.02252,-1.68076,2012-04-01,4400,CG2,Garage and Premises
N18502809081,,"Unit 1/2, Stumps Lane, Darley, HG3 2RR",HG3 2RR,54.02252,-1.68076,2010-04-01,10750,IF3,Workshop and premises
N18502809110,100052184120,"Stumps Lane Caravan Park, Stumps Lane, Darley, HG3 2RR",HG3 2RR,54.02252,-1.68076,1995-04-01,2850,CC1,CARAVAN PARK AND PREMISES
N18503109011,010003037495,"Darley Playing Field, Station Road, Darley, HG3 2PW",HG3 2PW,54.03374,-1.6862,2002-04-01,1550,LX,CLUB HOUSE AND PREMISES
N18599990020,200001793563,"Darley Mill, Darley, Harrogate, North Yorkshire, HG3 2QQ",HG3 2QQ,54.0318,-1.70576,2009-01-08,24750,CS7,SHOWROOM AND PREMISES
N18599990050,010003027943,"Ivy Cottage, Darley Carr, Darley, HG3 2QQ",HG3 2QQ,54.0318,-1.70576,2016-04-29,5200,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N18599990080,010003023357,"Wellington Inn, Darley, Harrogate, North Yorkshire, HG3 2QQ",HG3 2QQ,54.0318,-1.70576,2010-10-01,64000,CL,PUBLIC HOUSE AND PREMISES
N18599990220,,"Mount Bark Cottages, Menwith Hill, Harrogate, HG3 2RL",HG3 2RL,54.00574,-1.706,2013-05-31,5900,CH1,Self Catering Holiday Unit and Premises
N18599990320,,"Mitsys Cottage & The Olde Sheepcote, Seven Springs Farm, Sheepcote Lane, Darley, Harrogate, HG3 2RW",HG3 2RW,54.02395,-1.69337,2010-04-01,4000,CH1,Self Catering Holiday Unit and Premises
N18599990360,,"Workshop At, Holly House Farm, Darley, Harrogate, North Yorkshire, HG3 2QL",HG3 2QL,54.01955,-1.71151,2010-07-01,6700,IF3,Workshop and Premises
N18599990361,010003023428,"Holiday Cottages, Holly House Farm, Moorcock Lane, Darley, Harrogate, HG3 2QL",HG3 2QL,54.01955,-1.71151,2018-04-01,9600,CH1,Self catering holiday unit and premises
N18599990380,100052008346,"Community Centre, Valley Road, Darley, Harrogate, HG3 2QE",HG3 2QE,54.03278,-1.69107,1995-04-01,1800,LC,HALL AND PREMISES
N18690000447,,"Westville House School, Carters Lane, Middleton, LS29 0DQ",LS29 0DQ,53.93892,-1.80883,2002-12-06,66500,EP,SCHOOL AND PREMISES
N18790000050,,"Sewage Tank, Middleton Quernhow, Ripon, North Yorkshire, HG4 5HX",HG4 5HX,54.20035,-1.48866,1995-04-01,525,NW,SEWAGE TREATMENT WORKS
N18802009010,,"Unit 5, Coal Cells, The Old Goods Yard, Milby-Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,2012-12-01,4850,CW2,Storage Depot and Premises
N18803009013,010023253856,"Russell Hume Ltd, The Old Goods Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2018-12-20,60000,IF3,Workshop and Premises
N18803009014,010023253857,"Orange Telecommunication Mast Site Ref 33297, Russell Farm Machinery Station Yard, Milby, Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,2005-04-01,5700,MT1,Communication Station and Premises
N18803009015,,"Unit 2 & 3, Station Yard, Milby Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,2018-08-01,18000,CW,Warehouse and Premises
N18803009017,,"D2 Tyres, Station Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2015-12-04,10250,IF3,Workshop and Premises
N18803009018,,"Land At, Station Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2015-12-04,14250,CW1,Land used for Storage and Premises
N18805009020,,"Unit 1, Station Yard, Milby Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,2016-09-08,11750,CW,WAREHOUSE AND PREMISES
N18805009031,,"The Old Goods Yard, Milby Road, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2018-11-30,33000,CW,WAREHOUSE AND PREMISES
N18805009034,,"Thr Autos, Station Yard, Milby Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,2007-01-01,4600,CG1,Vehicle Repair Workshop and Premises
N18805009035,,"Ltc Healthcare, Unit 2 Station Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2015-01-01,10750,CW,Warehouse and Premises
N18805009036,,"Taylor Property, Unit 3 Old Station Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,2015-01-01,6000,CW,Warehouse and Premises
N18805009050,010023261786,"Boroughbridge Brick & Tile Co, Blockmere House, Station Yard, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,1995-04-01,10500,CW,WAREHOUSE AND PREMISES
N18805009060,010003599593,"Russell Farm Machinery, Station Yard, Milby-Boroughbridge, York, YO51 9BL",YO51 9BL,54.09948,-1.39531,1995-04-01,40250,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N18890009030,010003599592,"Grantham Arms, Milby , Boroughbridge, York, YO51 9BW",YO51 9BW,54.09992,-1.39761,2018-10-01,19250,CL,Public House and Premises
N18890009031,200001758486,"Coronation Hall, Milby, Boroughbridge, YO51 9BL",YO51 9BL,54.09948,-1.39531,1999-09-01,7800,LC3,HALL AND PREMISES
N18890009111,,"Vitrition, Grange Farm Buildings, Milby, Boroughbridge, YO51 9HQ",YO51 9HQ,54.10409,-1.385,2016-04-01,22250,IF1,Mill and Premises
N18890009112,,"1 Grange Farm Offices, Milby, Boroughbridge, York, YO51 9HQ",YO51 9HQ,54.10409,-1.385,2011-08-15,8000,CO,Offices and Premises
N18890009120,,"Sales Office, Land Comprising Field At 439448 467406, Milby, Boroughbridge, YO51 9BZ",YO51 9BZ,54.09969,-1.40734,2017-04-07,3600,CX,Sales Office and Premises
N18890009122,,"Showhouses, Leeming Lane, Milby , Boroughbridge, YO51 9DE",YO51 9DE,54.10253,-1.40225,2017-10-28,52500,CX,SHOWHOUSES AND PREMISES
N18890009230,200001758484,"Canal Garage, Milby-Boroughbridge, York, North Yorkshire, YO51 9BL",YO51 9BL,54.09948,-1.39531,1996-10-31,7100,CG,PETROL FILLING STATION WORKSHOP AND PREMISES
N18890009251,,"Newby Hall Farm Shop, Leeming Lane, Milby , Boroughbridge, YO51 9DE",YO51 9DE,54.10253,-1.40225,2007-12-13,22750,CS,shop and premises
N18890009252,,"Old Garden Centre, Leeming Lane, Milby , Boroughbridge, YO51 9DE",YO51 9DE,54.10253,-1.40225,2007-12-13,6200,CW3,store and premises
N18890009260,,"Sand & Gravel Treatment Plant, Milby-Boroughbridge, York, North Yorkshire, YO51 9DE",YO51 9DE,54.10253,-1.40225,2018-07-01,40750,IM3,Concrete Batching Plant and Premises
N18990000035,100052210257,"Hague Haulage, Rose Cottage, York Road, Green Hammerton,  York, YO26 8EZ",YO26 8EZ,53.99583,-1.25204,2000-04-01,6800,CW1,LORRY PARKING AREA & PREMISES
N18990000060,010003599570,"Pethia, York Road, Moor Monkton, York, YO26 8JJ",YO26 8JJ,53.98731,-1.22121,1995-06-05,3000,IF3,WORKSHOP AND PREMISES
N18990000160,010003023634,"Plant Hire Business, Moor Monkton Grange, Marston Lane, Moor Monkton, YO26 8JN",YO26 8JN,53.9838,-1.2477,2002-04-01,2500,CW1,LAND USED FOR STORAGE AND PREMISES
N18990000262,,"New World Foods, Oaklands Farm, Church Lane, Moor Monkton, YO26 8LA",YO26 8LA,53.99539,-1.22064,2014-02-19,34500,CW,Food Production and Premises
N18990000300,,"Office At Red House, Red House Estate, Red House Lane, Moor Monkton, YO26 8JE",YO26 8JE,53.99203,-1.21676,2016-04-01,3200,CO,Office
N18990000322,010003023652,"Red House, Red House Lane, Moor Monkton, York, YO26 8JQ",YO26 8JQ,54.00706,-1.19343,2002-07-21,2700,MR,Hostel and premises
N18990000328,,"Stables At Red House, Red House Lane, Moor Monkton, York, YO26 8JQ",YO26 8JQ,54.00706,-1.19343,2015-04-01,9900,LX,Stables and Premises
N18990000440,,"Holiday Cottage, Laburnham Lodge, Main Street, Moor Monkton, York, YO26 8JA",YO26 8JA,54.00571,-1.22456,2014-08-18,2550,CH1,Self Catering Holiday Unit and Premises
N18990000530,,"Holiday Let, Wheatsheaf Farm, Main Street, Moor Monkton, York, YO26 8JA",YO26 8JA,54.00571,-1.22456,2014-04-01,2000,CH1,SELF CATERING HOLIDAY LET AND PREMISES
N18990000550,,"Vale Eng (York) Ltd, Moor Farm, Moor Monkton, York, North Yorkshire, YO26 8JA",YO26 8JA,54.00571,-1.22456,2003-04-01,4150,CW3,STORE  & PREMISES
N18990000552,010023252983,"Mistal Cottage, Moor Monkton, York, North Yorkshire, YO26 8JA",YO26 8JA,54.00571,-1.22456,2009-04-01,2000,CH1,Self Catering Holiday Unit and Premises
N18990000755,010003599562,"Laund House Farm, Moor Monkton, York, North Yorkshire, YO26 8JD",YO26 8JD,54.01192,-1.2116,1995-04-01,3440,CC1,CARAVAN PARK AND PREMISES
N18990000820,010023252312,"Cert'D Location, Red House School, Red House Lane, Moor Monkton, York, YO26 8JQ",YO26 8JQ,54.00706,-1.19343,1995-04-01,925,CC,CARAVAN PARK
N18990000840,010003030415,"The Old Schoolroom, Village Hall, Main Street, Moor Monkton, York, YO26 8JA",YO26 8JA,54.00571,-1.22456,1997-12-19,1775,LC3,HALL & PREMISES
N18990000865,010003030416,"Workshop, R/O Woodview, Red House Lane, Moor Monkton, York, YO26 8JF",YO26 8JF,53.99698,-1.20743,1995-04-01,2375,IF3,WORKSHOP
N18990000890,010023253147,"T-Mobile Telecommunications Station Site No 96151, Moor Monkton Garage, Moor Monkton, York, North Yorkshire, YO26 8JN",YO26 8JN,53.9838,-1.2477,2000-07-16,7200,MT1,Communication Station and Premises
N19090000050,010003599476,"High Austby Farm Livery, Owler Park Road, Nesfield, LS29 0BJ",LS29 0BJ,53.94046,-1.84922,2017-10-06,3250,LX,LIVERY STABLES AND PREMISES
N19090000250,010003024820,"Rose Cottage, Nesfield, Ilkley, West Yorkshire, LS29 0BS",LS29 0BS,53.94294,-1.8606,2011-05-16,3200,CH1,Self Catering Holiday Unit and Premises
N19090000350,,"Unit A, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2017-01-01,4150,CW3,Store and Premises
N19090000351,,"Livery Stables, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2016-10-23,600,LX,Loose Boxes
N19090000352,,"Sue Johnson Stables, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2013-10-20,2400,LX,Stables
N19090000356,,"Unit B, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2017-07-01,4150,CW3,Store and Premises
N19090000357,,"Cabin 11, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2015-03-01,1225,IF3,Workshop and Premises
N19090000358,,"Unit N, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2013-09-17,1050,CW3,Store and Premises
N19090000359,,"Unit D1, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2015-02-04,4150,CW3,Store and Premises
N19090000361,,"Unit 1 & 2, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2012-11-29,1950,CW3,Store and Premises
N19090000363,,"Unit 3, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2012-11-29,1075,CW3,Store and Premises
N19090000364,,"Unit 4, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2014-11-30,630,CW3,Store and Premises
N19090000365,,"Unit 5, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2014-04-01,1225,CW3,Store and Premises
N19090000366,,"Unit 6, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2012-11-29,360,CW3,Store and Premises
N19090000367,,"Unit 7, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2015-04-01,590,CW3,Store and Premises
N19090000368,,"Unit 8, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2014-04-01,740,CW3,Store and Premises
N19090000369,,"Unit 9, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2012-11-29,570,CW3,Store and Premises
N19090000370,,"Unit 10, Upper Austby Farm, Langbar, Nr Ilkley, West Yorkshire, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2015-04-01,630,CW3,Store and Premises
N19090000377,,"Building E & F, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2017-04-01,2750,LX,BARN & PREMISES
N19090000378,,"Unit A, Building E & F, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2017-04-01,2200,CW3,STORE AND PREMISES
N19090000379,,"Unit B, Building E & F, Upper Austby Farm, Langbar, Ilkley, LS29 0EQ",LS29 0EQ,53.94846,-1.84528,2017-04-01,1650,CW3,STORE AND PREMISES
N19090000450,,"Leyfield Barn, Langbar, Ilkley, LS29 0EW",LS29 0EW,53.95602,-1.85292,2014-04-01,3800,CH1,Self Catering holiday Unit and Premises
N19190000020,200002739474,"Goodwren Farm, Newall Carr Road, Newall With Clifton, LS21 2HD",LS21 2HD,53.92857,-1.70053,1999-11-19,4250,CW3,STORE AND PREMISES
N19190000450,010003036716,"Clifton Village Hall, Newall Carr Road, Newall With Clifton, Otley, LS21 2ES",LS21 2ES,53.92148,-1.69719,2015-05-21,1875,LC3,Hall and Premises
N19190000460,010003031806,"The Roebuck, Newall With Clifton, Otley, LS21 2EZ",LS21 2EZ,53.92419,-1.69749,2011-04-01,42000,CL,Public House and Premises
N19190000540,010003037460,"The Whartons Primary School, Newall With Clifton, Otley, LS21 2BS",LS21 2BS,53.91694,-1.69143,1995-04-01,35250,EL,School and Premises
N19190000690,010003030418,"Telecommunication Mast, Site Ref 10401, Newall Carr Road, Newall With Clifton, LS21 2HD",LS21 2HD,53.92857,-1.70053,2000-10-01,25250,MT1,Communication Station and Premises
N19190000701,,"Willow Tree Farm, Newall Carr Road, Newall With Clifton, Otley, LS21 2LZ",LS21 2LZ,53.936,-1.7069,2013-01-01,3000,LX,Stables and Loose Boxes
N19290000060,010003032964,"Newby Hall, Newby, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,1995-04-01,21250,LX,Historic House and Premises
N19290000061,,"Newby Hall Hydro, Westwick Weir, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2011-08-08,9600,FE,Hydro Power Station and Premises
N19290000167,,"Unit 15a, The Stables, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2018-10-01,2700,CO,Offices and Premises
N19290000168,,"Unit 15b, The Stables, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-05-01,2325,CO,Offices and Premises
N19290000169,,"Unit 15c, The Stables, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-05-01,2000,CO,Offices and Premises
N19290000220,010003598844,"Cricket Ground, Newby Hall, Newby, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,1995-04-01,2700,LS,Sports Ground and Premises
N19290009013,010023253148,"Unit 1, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2015-11-01,17000,CO,Offices and Premises
N19290009020,010023253149,"Unit 2, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2014-10-27,12750,CO,Offices and premises
N19290009030,010023253150,"Unit 3, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-04-01,4950,CO,Offices and premises
N19290009040,010023253151,"Unit 4, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2018-11-30,6100,CO,Offices and Premises
N19290009051,,"Unit 5a, The Stables, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-04-01,4900,CO,Offices and Premises
N19290009052,,"Unit 5b, The Stables, Newby Hall, Ripon, North Yorkshire, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-01-01,6400,CO,Offices and Premises
N19290009060,010023253153,"Unit 6, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2007-06-15,12750,CO,Offices and premises
N19290009070,010023253154,"Unit 7, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2008-01-01,4150,CO,Offices and premises
N19290009080,010023253155,"Unit 8, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2014-11-24,6900,CO,OFFICES AND PREMISES
N19290009090,010023253156,"Unit 9, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2013-02-01,17000,CO,Offices and premises
N19290009100,010023253157,"Unit 10, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-01-01,12750,CO,Offices and premises
N19290009110,010023253158,"Unit 11, The Stables, Newby Hall, Skelton On Ure, Ripon, HG4 5AE",HG4 5AE,54.10272,-1.46947,2017-06-01,4600,CO,Offices and Premises
