Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00690500050201,Mayfair Brassware Ltd,"Mayfair House, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2005-04-25,67000,CW,Warehouse And Premises,,,,,,
N00690508700033,Optare Group Ltd,"3, Hurricane Way South, Sherburn In Elmet, Leeds, LS25 6PT",LS25 6PT,53.78916,-1.22115,Y,2011-05-06,452500,IF,Factory And Premises,,,,,,
N00690508700509,Sala International Ltd,"Unit 5, Hurricane Way South, Sherburn In Elmet, Leeds, LS25 6PT",LS25 6PT,53.78916,-1.22115,Y,2009-10-19,287500,CW,Warehouse And Premises,,,,,,
N0069050871001A,Legal And General Homes Ltd,"Unit 1 , Hurricane Way South, Sherburn In Elmet, Leeds, LS25 6PT",LS25 6PT,53.78916,-1.22115,Y,2016-06-09,1720000,CW,Warehouse And Premises,,,,,,
N00690508750000,Debenhams Retail Plc,"Unit 4, Hurricane Way South, Sherburn In Elmet, Leeds, LS25 6PT",LS25 6PT,53.78916,-1.22115,Y,2011-04-04,2830000,CW,Warehouse And Premises,,,,,,
N00690525750011,Persimmon  Homes (Yorkshire) Ltd,"Showhome, 1, Brunswick Crescent, Sherburn In Elmet, Leeds, LS25 6GE",LS25 6GE,53.79268,-1.24857,Y,2016-03-11,15250,CX,Other Commercial,,,,,,
N00690531500015,Low Farm Energy Ltd,"Low Farm Energy Ltd , Low Farm , Bond Ings, Sherburn In Elmet , Leeds, LS25 6EP",LS25 6EP,53.79318,-1.23400,Y,2016-02-01,20000,FE,Electricity Hereditament And Premises,,,,,,
N00690800000112,,"Unit 6, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2015-04-24,5600,CW,Warehouse And Premises,,,,,,
N00690800000127,Steriliser Consultancy Services Ltd,"Unit 5, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,1998-04-01,5900,CO,Office And Premises,,,Small Business Rate,-2468.02,,
N00690800000201,,"Unit 2, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2013-02-01,2900,IF3,Workshop And Premises,,,Small Business Rate,-1205.31,,
N0069080000031A,Selby District Council,"Unit 3, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2019-02-04,2800,IF,Factory And Premises,,,,,,
N00690800000409,Smart Electrical Uk Ltd,"Unit 4, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2011-11-01,4600,IF3,Workshop And Premises,,,Small Business Rate,-1922.76,,
N00690800000502,,"Unit 1, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2009-02-16,5900,IF3,Workshop And Premises,,,,,,
N0069080000070A,,"Unit 7, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2015-11-16,2275,CW,Warehouse And Premises,,,Small Business Rate,-947.03,,
N0069080000093X,M H T Enterprises Ltd,"Unit 8/9, Sherburn Enterprise Centre, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2011-03-18,12000,CW,Warehouse And Premises,,,,,,
N00690801000009,S D Tennant Ltd,"Harris Workshops, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2013-08-01,13750,CG1,Vehicle Repair Workshop And Premises,,,,,,
N00690801000017,D H Wright Joinery Ltd,"3, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2004-12-14,18000,IF3,Workshop And Premises,,,Small Business Rate,0.00,,
N00690801000020,Tuff Waterproofing Ltd,"5, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2014-08-18,19250,IF3,Workshop And Premises,,,,,,
N00690801000048,G R Electrical Services Limited,"4, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2008-08-01,9100,IF3,Workshop And Premises,,,,,,
N0069080100007X,Spentex Bca Ltd,"Unit 7, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2009-02-01,10750,CW,Warehouse And Premises,,,Small Business Rate,-5160.00,,
N00690801000080,Cpi Officepoint Ltd,"Unit 1, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2008-07-24,26750,IF3,Workshop And Premises,,,,,,
N0069080100008X,,"8, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2014-04-01,14000,CW,Warehouse And Premises,,,,,,
N00690801000090,,"9, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2004-11-22,28000,IF3,Workshop And Premises,,,,,,
N00690801000112,S D Tennant Ltd,"Spitfire Works, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,2013-08-01,780,CO,Office And Premises,,,,,,
N0069080100060X,Axon Components Ltd,"Unit 6, First Avenue, Aviation Road, Sherburn In Elmet, Leeds, LS25 6PD",LS25 6PD,53.79307,-1.22828,Y,2005-04-01,9700,CW,Warehouse And Premises,,,Small Business Rate,-4656.00,,
N00690801001005,M H T Enterprises Ltd,"Mht Enterprise Ltd Building, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2009-12-04,20250,IF3,Workshop And Premises,,,Localised Discretionary,,,
N00690801002008,G & R Electrical Services Ltd,"G R Electrical Services Ltd, Merlin House, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NE",LS25 6NE,53.79499,-1.22446,Y,1996-05-27,70000,IF3,Workshop And Premises,,,,,,
N00690801002027,Aitkens Sportsturf Ltd,"Aitkins Sportsturf, Aviation Road, Sherburn In Elmet, Leeds, LS25 6NB",LS25 6NB,53.79338,-1.22775,Y,1998-07-01,40750,CW,Warehouse And Premises,,,,,,
N00690952002021,Pecan Delux Candy ( Europe) Ltd,"Units 20 & 21 , Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2008-11-10,23750,CW,Warehouse And Premises,,,,,,
N00690952002425,Pecan Delux Candy ( Europe) Ltd,"Units 24 & 25, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2006-04-01,30000,CW,Warehouse And Premises,,,,,,
N00690952002609,Leopard Recycling Ltd,"Unit 26, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2014-04-07,7900,IF,Factory And Premises,,,,,,
N00690952050002,Grenfell House Limited,"Land 2 At Northern Counties, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-04-24,22250,CW1,Land Used For Storage And Premises,,,,,,
N00690952050003,Grenfell House Limited,"Land 3 At Northern Counties, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-04-24,21000,CW1,Land Used For Storage And Premises,,,,,,
N00690952050004,Grenfell House Limited,"Land 4 At Northern Counties, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-04-24,19750,CW1,Land Used For Storage And Premises,,,,,,
N00690952050009,Leopard Recycling Ltd," , Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,,2014-04-07,8300,CO,Office And Premises,Y,2014-04-07,Emprty Property Non Industrial,,,
N00690952050299,West Yorkshire Refinishers Ltd,"Unit 29 Nissan, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2011-04-01,21000,IF3,Workshop And Premises,,,Localised Discretionary,,,
N00690952060104,Gower Chemicals Ltd,"Gower Chemicals Ltd, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2016-04-01,70000,CW,Warehouse And Premises,,,,,,
N00690952060105,Henry Schein Uk Holdings Limited,"Unit 10, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2014-06-30,12500,CW,Warehouse And Premises,,,,,,
N00690952060119,Bishops Group Services Ltd,"Units 11 - 12, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2009-05-24,24500,CW,Warehouse And Premises,,,,,,
N006909525008X,Grenfell House Ltd,"Office 8, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2014-04-25,880,CO,Office And Premises,,,,,,
N00690962050110,,"Portakabin At Broughton Produce, Fenton Lane, Little Fenton, Sherburn In Elmet, Leeds, LS25 6EZ",LS25 6EZ,53.80149,-1.22901,Y,2008-02-05,560,IF3,Workshop And Premises,,,,,,
N00690962050111,British Gypsum Ltd,"British Gypsum Ltd, Fenton Lane, Sherburn In Elmet, Leeds, LS25 6EZ",LS25 6EZ,53.80149,-1.22901,Y,2007-02-01,1130000,IF,Factory And Premises,,,,,,
N00690962050301,Tanker Service Solutions Ltd,"Units 3 And 3a The Maltings, Fenton Lane, Little Fenton, Sherburn In Elmet, Leeds, LS25 6EZ",LS25 6EZ,53.80149,-1.22901,Y,2012-06-01,24500,CG1,Vehicle Repair Workshop And Premises,,,,,,
N00690962052359,Triesse Ltd,"Units 1-2 & 5 The Maltings , Fenton Lane, Sherburn In Elmet, Leeds, LS25 6EZ",LS25 6EZ,53.80149,-1.22901,Y,2008-09-04,98000,CW,Warehouse And Premises,,,,,,
N00690964050109,Konstructa Hire Ltd,"Konstructa Hire Ltd, Bypass Park Estate, Sherburn In Elmet, Leeds, LS25 6EP",LS25 6EP,53.79318,-1.23400,Y,2008-06-30,29750,CW1,Land Used For Storage And Premises,,,,,,
N00690965000709,Reynolds Catering Supplies Ltd,"Unit 7, Bypass Park Estate, Sherburn In Elmet, Leeds, LS25 6EP",LS25 6EP,53.79318,-1.23400,Y,2013-12-23,21500,CW,Warehouse And Premises,,,,,,
N00690965000809,Mapco Autotechnik Uk Ltd,"Unit 8, Bypass Park Estate, Sherburn In Elmet, Leeds, LS25 6EP",LS25 6EP,53.79318,-1.23400,Y,2015-03-27,18500,CW,Warehouse And Premises,,,,,,
N00690967050031,,"3, Finkle Hill, Sherburn In Elmet, Leeds, LS25 6EB",LS25 6EB,53.79837,-1.25241,Y,2016-02-01,7600,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-3679.56,,
N00690968000179,Holmefield Veterinary Group,"17, Finkle Hill, Sherburn In Elmet, Leeds, LS25 6EB",LS25 6EB,53.79837,-1.25241,Y,2010-04-01,3800,MH,Surgery And Premises,,,,,,
N00690968050729,,"1st Floor, 7, Finkle Hill, Sherburn In Elmet, Leeds, LS25 6EB",LS25 6EB,53.79837,-1.25241,Y,2011-04-01,4350,CO,Office And Premises,,,Small Business Rate,-2088.00,,
N00690987050015,,"Land For Storage At Gateway House, Milford Road, Sherburn In Elmet, Leeds, LS25 6AD",LS25 6AD,53.78480,-1.24921,Y,2015-06-01,9700,CW1,Land Used For Storage And Premises,,,Small Business Rate,-2984.58,,
N00690987050500,Al'S Tyre Shop Limited,"Gal-Tech Services, At Low Road Garage, Milford Road, Sherburn In Elmet, Leeds, LS25 6AF",LS25 6AF,53.78891,-1.25051,Y,2016-11-01,4700,CW3,Store And Premises,,,Small Business Rate,-2256.00,,
N00690999050206,North Yorkshire County Council,"Sherburn High School, Garden Lane, Sherburn In Elmet, Leeds, LS25 6AS",LS25 6AS,53.79060,-1.25728,Y,1990-04-01,192000,EL,School And Premises,,,,,,
N0069099905030A,,"Out Of School Club At Sherburn High, Garden Lane, Sherburn In Elmet, Leeds, LS25 6AS",LS25 6AS,53.79060,-1.25728,Y,2000-07-31,4800,EN1,Day Nursery & Premises,,,Small Business Rate,-1520.99,,
N0069099985010A,Harrison Spinks Events Limited,"Aire Business Centre, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2018-07-12,30750,IF,Factory And Premises,,,,,,
N00690999850203,Yorkshire Water,"Sewage Disposal Works, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6JE",LS25 6JE,53.79226,-1.20127,Y,1990-04-01,144000,NW,Sewage Treatment Works And Premises,,,,,,
N0069099985040B,Asw Metal Fabrications Ltd,"Fabrication Workshop,  White Barr, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6JE",LS25 6JE,53.79226,-1.20127,Y,2016-08-01,6200,CW,Warehouse And Premises,,,Small Business Rate,-2976.00,,
N00691940000101,Nationwide Trailer Parts Ltd,"1., Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2016-06-22,14250,CW,Warehouse And Premises,,,,,,
N00691940000201,Wickham Industries Ltd,"2, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2006-06-05,7000,CW,Warehouse And Premises,,,Small Business Rate,-3360.00,,
N00691940000301,J S Earthing Solutions Ltd,"3, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2014-03-14,10750,CW,Warehouse And Premises,,,,,,
N00691940000401,Kb. Technologies Ltd,"4, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2014-09-12,10750,CW,Warehouse And Premises,,,Small Business Rate,-5160.00,,
N00691940000501,Hydrotherm Ltd,"5, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2018-04-03,14250,CW,Warehouse And Premises,,,Small Business Rate,-1699.35,,
N00691940000601,V-Eco Display Ltd,"6, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2013-04-26,7200,CW,Warehouse And Premises,,,Small Business Rate,-3456.00,,
N00691940000701,Jkc (Maintenance) Ltd,"7, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2014-05-30,10750,CW,Warehouse And Premises,,,Small Business Rate,-5160.00,,
N00691940001000,Papa Kata Ltd,"16-18, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2015-03-25,57000,IF3,Workshop And Premises,,,,,,
N00691940001001,Brick Tie Ltd,"10, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2004-07-13,6400,CW,Warehouse And Premises,,,Small Business Rate,-3072.00,,
N00691940001101,Technical Stage Services Ltd,"11, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2017-03-16,9600,CW,Warehouse And Premises,,,,,,
N00691940001201,Kruuse Uk Ltd,"12, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2008-02-14,9700,CW,Warehouse And Premises,,,,,,
N00691940001401,Kruuse (Uk) Ltd,"14, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2008-02-14,6300,CW,Warehouse And Premises,,,,,,
N00691940002000,Atkinson Precision Ltd (In Administration),"22, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,,2004-09-20,23750,IF3,Workshop And Premises,Y,2018-11-09,,,,
N00691940002001,John King Chains Ltd,"New Climax Works, Lancaster Close, Sherburn In Elmet, Leeds, LS25 6NS",LS25 6NS,53.79518,-1.22005,Y,2005-01-04,125000,IF,Factory And Premises,,,,,,
N00700015042219,,"1 The Holmes At Charity Farm, Skipwith, Selby, YO8 5SL",YO8 5SL,53.842025,-1.006733,Y,2013-12-01,7200,CO,Office And Premises,,,Small Business Rate,-3456.00,,
N00700015042223,Jmda Limited,"2 The Holmes At Charity Farm, Skipwith, Selby, YO8 5SL",YO8 5SL,53.842025,-1.006733,Y,2010-06-01,6400,CW3,Store And Premises,,,Small Business Rate,-2094.95,,
N00700025052307,Skipwith Village Hall,"Village Hall, Skipwith, Selby, YO8 5SF",YO8 5SF,53.839633,-0.992595,Y,1990-04-01,2150,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-521.55,-417.24,-104.31
N00700025060002,,"York Paintball Centre, Skipwith, Selby, YO8 5SL",YO8 5SL,53.842025,-1.006733,Y,1993-08-01,6250,LX,Leisure Unclassified,,,Small Business Rate,-1520.99,,
N00700040051308,,"Drovers Arms Inn, Skipwith, Selby, YO8 5SF",YO8 5SF,53.839633,-0.992595,Y,2013-11-26,33500,CL,Public House And Premises,,,Localised Discretionary ; Small Business Rate ; Supporting Small Business ; Pub,-562.53,,
N00700040051505,," I.G.M Motor Services Workshop, Old Station Yard, North Duffield, Selby, YO8 5DG",YO8 5DG,53.816854,-0.937047,Y,1993-06-01,6200,IF3,Workshop And Premises,,,Small Business Rate,-2976.00,,
N00700102605010,Horizon Building Services Consultants Ltd,"Unit 1, The Garth, Skipwith, Selby, YO8 5SQ",YO8 5SQ,53.838738,-0.997075,Y,2019-02-08,1425,CO,Office And Premises,,,Small Business Rate,-97.45,,
N00700102605020,,"Unit 2, The Garth, Skipwith, Selby, YO8 5SQ",YO8 5SQ,53.838738,-0.997075,Y,2016-06-07,2450,CO,Office And Premises,,,Small Business Rate,-1176.00,,
N00700102605340,Roodduke Ltd,"Units 3/4, The Garth, Skipwith, Selby, YO8 5SQ",YO8 5SQ,53.838738,-0.997075,Y,2010-07-01,4800,CO,Office And Premises,,,Small Business Rate,-2304.00,,
N00700102850111,,"Howden Plant Adj Old Post Office, Skipwith, Selby, YO8 7SF",YO8 7SF,53.839194,-0.991663,Y,2014-03-28,1025,CW3,Store And Premises,,,,,,
N00700102850121,,"Bds Building Adj Old Post Office, Skipwith, Selby, YO8 7SF",YO8 7SF,53.839194,-0.991663,Y,2014-03-28,880,CW3,Store And Premises,,,,,,
N0070025052418A,,"Store At The Pinfold, York Road, Skipwith, Selby, YO8 5SQ",YO8 5SQ,53.838738,-0.997075,Y,2006-12-15,550,CW3,Store And Premises,,,,,,
N0070039430000X,,"Oakmere Caravn Park & Fishery, Hill Farm, , York Road, Skipwith, Selby, YO8 5SN",Selby,,,Y,2015-04-01,10775,CC,Camping Site,,,Small Business Rate,-3228.52,,
N00700394352015,,"Field House Farm Caravan Site, York Road, Skipwith, Selby, YO8 5SN",YO8 5SN,53.852073,-0.995869,Y,2015-05-20,2300,CC,Camping Site,,,Small Business Rate,-817.89,,
N0071001200600B,,"Woodhaven, Common Lane, South Milford, Leeds, LS25 5BX",LS25 5BX,53.77776,-1.23259,Y,2014-08-01,11000,CX,Other Commercial,,,Small Business Rate,-2496.72,,
N00710012006011,Millford Plants Ltd,"Mill Nurseries, Common Lane, South Milford, Leeds, LS25 5BX",LS25 5BX,53.77776,-1.23259,Y,2017-01-01,11250,CX,Other Commercial,,,Small Business Rate,-5400.00,,
N00710053050509,,"Pointer Farm Kennels,Bungalow No 2 At Pointer Farm, Peckfield, South Milford, Leeds, LS25 5LH",LS25 5LH,53.77527,-1.30232,Y,2009-10-31,1300,CX,Other Commercial,,,Small Business Rate,-157.84,,
N00710065050502,South Milford Royal British Legion Club,"Royal British Legion Club, Common Lane, South Milford, Leeds, LS25 5JA",LS25 5JA,53.76728,-1.26356,Y,1990-04-01,3100,CL2,Club And Premises (Social),,,Mandatory,-1222.64,-1222.64,
N007100800501X1,Vodafone Ltd,"Vodafone Telecommunication Site (153) At Selby Fork, Great North Road, South Milford, Leeds, LS25 5LF",LS25 5LF,53.76587,-1.29014,Y,2003-04-01,12750,MT1,Communication Station And Premises,,,,,,
N0071008005051B,Scorpio Hotel Management Ltd,"Milford Lodge, Great North Road, South Milford, Leeds, LS25 5LQ",LS25 5LQ,53.77804,-1.30784,Y,1994-07-21,93000,CH,Hotel And Premises,,,Localised Discretionary,,,
N00710080050703,Selby Holdings Ltd,"South Milford Hotel, Great North Road, South Milford, Leeds, LS25 5LF",LS25 5LF,53.76587,-1.29014,Y,2018-02-01,67500,CH,Hotel And Premises,,,,,,
N00710080050807,,"Lumby Nurseries, Lumby, South Milford, Leeds, LS25 5LE",LS25 5LE,53.76243,-1.28402,Y,1990-04-01,50000,CX,Other Commercial,,,,,,
N00710080050888,Telefonica Uk Limited,"Telecommunication Mast Site Ref 36269, South Milford, Leeds, LS25 5DR",LS25 5DR,53.77132,-1.24576,Y,2006-04-12,4600,MT1,Communication Station And Premises,,,,,,
N0071008006000A,Hannams Reloading Ltd,"Peckfield Lodge, Great North Road, South Milford, Leeds, LS25 5LJ",LS25 5LJ,53.77232,-1.29689,Y,1992-10-01,28000,CW,Warehouse And Premises,,,,,,
N00710080060050,Telefonica Uk Limited,"Telecommunication Mast Site Ref 792, At Scat House Farm, Peckfield, South Milford, Leeds, LS25 5LJ",LS25 5LJ,53.77232,-1.29689,Y,2000-10-01,7100,MT1,Communication Station And Premises,,,,,,
N00710080061006,Vodafone Ltd,"Vodafone Site No 37769 At Huddleston Grange, South Milford, Leeds, LS25 6JU",LS25 6JU,53.79599,-1.28258,Y,2005-04-01,6800,MT1,Communication Station And Premises,,,,,,
N00710095006639,,"66b, High Street, South Milford, Leeds, LS25 5AF",LS25 5AF,53.77808,-1.25156,Y,2000-11-01,3000,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-1162.27,,
N00710095006643,,"Post Office, High Street, South Milford, Leeds, LS25 5AF",LS25 5AF,53.77808,-1.25156,Y,2016-05-13,4350,CR1,Cafe And Premises,,,Small Business Rate,-2088.00,,
N00710095007612,South Milford Women'S Institute,"71, High Street, South Milford, Leeds, LS25 5AQ",LS25 5AQ,53.77787,-1.25563,Y,1990-04-01,3400,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-933.84,-747.07,-186.77
N00710095010102,,"Queen O Towd Thatch, 101, High Street, South Milford, Leeds, LS25 5AQ",LS25 5AQ,53.77787,-1.25563,Y,2013-07-15,30750,CL,Public House And Premises,,,Pub,-1000,,
N00710095051009,South Milford Surgery,"The Surgery, High Street, South Milford, Leeds, LS25 5AA",LS25 5AA,53.77927,-1.24917,Y,2013-04-01,18000,MH,Surgery And Premises,,,,,,
N00710101950134,The Electricity Network Company Ltd,"Electricity Network Company, Low Street, South Milford, Leeds, LS25 5AR",LS25 5AR,53.77899,-1.24781,Y,2013-04-01,275,NX,Non Formula Public And Other Utilities,,,,,,
N00710104350999,,"Atkinson Fencing & Decking, Great North Road, South Milford, Leeds, LS25 5NJ",LS25 5NJ,53.76715,-1.2917,Y,2006-12-20,18500,CS,Shop And Premises,,,,,,
N00710104601409,South Milford Associates Ltd,"Milford Pharmacy , 14, High Street, South Milford, Leeds, LS25 5AA",LS25 5AA,53.77927,-1.24917,Y,2010-01-20,8200,CS,Shop And Premises,,,Small Business Rate,-5623.90,,
N00710104951124,The Electricity Network Company Ltd,"Independant Distribution Network Operator, Phase 2, Low Street, South Milford, Leeds, LS25 5AR",LS25 5AR,53.77899,-1.24781,Y,2014-04-01,750,NX,Non Formula Public And Other Utilities,,,,,,
N00710105050059,Bp Oil Uk Limited," Southlands Service Centre, Low Street, South Milford, Leeds, LS25 5AS",LS25 5AS,53.77742,-1.24822,Y,2015-03-23,132000,CG,Petrol Filling Station And Premises,,,,,,
N00710106105010,Mobile Broadband Network Ltd,"Telecommunication Mast Site Ref 65643, Mill Lane, South Milford, Leeds, LS25 5BN",LS25 5BN,53.78003,-1.24107,Y,2009-12-21,6900,MT1,Communication Station And Premises,,,,,,
N00710107050001,British Gypsum Ltd,"Sherburn Rail Freight Terminal, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6LH",LS25 6LH,53.78052,-1.20693,Y,2008-11-21,238000,IX,Industrial Unclassified,,,,,,
N00710107050002,Harworth Estates Investments Ltd,"The Sidings, Gascoigne Wood, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6LH",LS25 6LH,53.78052,-1.20693,,2018-08-30,64000,IX,Industrial Unclassified,Y,2019-02-28,Emprty Property Industrial,,,
N00710107050003,Harworth Estates Ltd,"Former Newgen Recycling, Sherburn Rail Freight Terminal, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6LH",LS25 6LH,53.78052,-1.20693,Y,2014-08-04,0,IF3,Workshop And Premises,,,,,,
N00710120000105,,"Swan Hotel, 1, Low Street, South Milford, Leeds, LS25 5AR",LS25 5AR,53.77899,-1.24781,Y,2013-09-04,21500,CL,Public House And Premises,,,Pub,-1000,,
